timestamp,equity
0.0,100000.88000004999
0.0,100001.76000009998
1.0,100012.08769165177
1.0,100020.68356363724
2.0,100029.2778668546
2.0,100037.47990388607
3.0,100045.68109131907
3.0,100053.70745021876
4.0,100061.73580152426
4.0,100069.65704028643
5.0,100077.57577520561
5.0,100085.4896085119
6.0,100093.39825399224
6.0,100101.30783969989
7.0,100109.21385641703
7.0,100117.12148579772
8.0,100125.02657302596
8.0,100132.93170102558
9.0,100140.84299318814
9.0,100148.76802600782
10.0,100156.70725515568
10.0,100164.64888434231
11.0,100172.5928115273
11.0,100180.53830964156
12.0,100188.48632352556
12.0,100196.43345313099
13.0,100204.38553865091
13.0,100212.33734085188
14.0,100220.27878765452
14.0,100228.21258634947
15.0,100236.14440498559
15.0,100244.07740484712
16.0,100252.00861226286
16.0,100259.93635904587
17.0,100267.85754383367
17.0,100275.77511388778
18.0,100283.68976999717
18.0,100291.6008107305
19.0,100299.51276801305
19.0,100307.42604913478
20.0,100315.33354013857
20.0,100323.24740985839
21.0,100331.16931943856
21.0,100339.08601164169
22.0,100346.99978892673
22.0,100354.91521641766
23.0,100362.8358532016
23.0,100370.74971357004
24.0,100378.66062949828
24.0,100386.57229409977
25.0,100394.4721688201
25.0,100402.37408802658
26.0,100410.2856193354
26.0,100418.20120672503
27.0,100426.11268359606
27.0,100434.01872020344
28.0,100441.92891332509
28.0,100449.83903629736
29.0,100457.74927396093
29.0,100465.66340252574
30.0,100473.57444729412
30.0,100481.48094987129
31.0,100489.38261290503
31.0,100497.28608697417
32.0,100505.19384114718
32.0,100513.10266545272
33.0,100521.01578501829
33.0,100528.92730318861
34.0,100536.83366821604
34.0,100544.74566942516
35.0,100552.66699800533
35.0,100560.59319780389
36.0,100568.52015591874
36.0,100576.43934093602
37.0,100584.35649897745
37.0,100592.27360892227
38.0,100600.19483998614
38.0,100608.11650864616
39.0,100616.02662905974
39.0,100623.936801236
40.0,100631.84379867218
40.0,100639.74885513933
41.0,100647.65895667167
41.0,100655.5697533714
42.0,100663.47937324081
42.0,100671.38898959631
43.0,100679.3028440127
43.0,100687.22047815933
44.0,100695.13853609138
44.0,100703.05238357154
45.0,100710.96731872024
45.0,100718.88321959636
46.0,100726.79865174738
46.0,100734.71344663143
47.0,100742.62292701422
47.0,100750.53010592746
48.0,100758.43073221428
48.0,100766.33560796308
49.0,100774.25046256308
49.0,100782.16776787817
50.0,100790.08698651292
50.0,100798.00145714903
51.0,100805.91589950395
51.0,100813.83564693044
52.0,100821.7607740508
52.0,100829.69431681267
53.0,100837.62485351702
53.0,100845.55328284248
54.0,100853.48225722711
54.0,100861.40438401591
55.0,100869.32871823163
55.0,100877.25111646371
56.0,100885.17117314579
56.0,100893.09234340172
57.0,100901.00882783937
57.0,100908.9200642384
58.0,100916.82525229469
58.0,100924.73220501396
59.0,100932.64485414782
59.0,100940.563137433
60.0,100948.48609959669
60.0,100956.40473625691
61.0,100964.31702934038
61.0,100972.22689604612
62.0,100980.14083339197
62.0,100988.04543101633
63.0,100995.94178434297
63.0,101003.83757886982
64.0,101011.7243159837
64.0,101019.61146707647
65.0,101027.4974842458
65.0,101035.38265066352
66.0,101043.26302656627
66.0,101051.15029030899
67.0,101059.05142266856
67.0,101066.95077721526
68.0,101074.85114431006
68.0,101082.75232021869
69.0,101090.65437560758
69.0,101098.55928450538
70.0,101106.4688335807
70.0,101114.38478760576
71.0,101122.29570709288
71.0,101130.200158175
72.0,101138.10762793022
72.0,101146.02135920222
73.0,101153.93809621787
73.0,101161.85320354698
74.0,101169.77227015133
74.0,101177.68756344765
75.0,101185.59421300737
75.0,101193.50265807442
76.0,101201.417459929
76.0,101209.33476379715
77.0,101217.24822204812
77.0,101225.16038936954
78.0,101233.07032275006
78.0,101240.97778182218
79.0,101248.89152735562
79.0,101256.8068966866
80.0,101264.71914533505
80.0,101272.63221944528
81.0,101280.54332099712
81.0,101288.45691624601
82.0,101296.37207260102
82.0,101304.29347542734
83.0,101312.21898575049
83.0,101320.13676396648
84.0,101328.05541646537
84.0,101335.98095594527
85.0,101343.91222415231
85.0,101351.83579307064
86.0,101359.75236640478
86.0,101367.6690953968
87.0,101375.57839539261
87.0,101383.4873251315
88.0,101391.40285436381
88.0,101399.31991779547
89.0,101407.22836255614
89.0,101415.13118802969
90.0,101423.04042473034
90.0,101430.95273503049
91.0,101438.86427157374
91.0,101446.77441853675
92.0,101454.68202153745
92.0,101462.58640565032
93.0,101470.48833709232
93.0,101478.39419740318
94.0,101486.30421642594
94.0,101494.2168190007
95.0,101502.13244537996
95.0,101510.04789184943
96.0,101517.96273505766
96.0,101525.8811530964
97.0,101533.80331140452
97.0,101541.72672259872
98.0,101549.64757363978
98.0,101557.56931601657
99.0,101565.49188248049
99.0,101573.41368807138
100.0,101581.34218934008
100.0,101589.26841116705
101.0,101597.19023201053
101.0,101605.10927036841
102.0,101613.02595314683
102.0,101620.94538868534
103.0,101628.86340391378
103.0,101636.78287967431
104.0,101644.70048473521
104.0,101652.6160043745
105.0,101660.53403606727
105.0,101668.45312274033
106.0,101676.37285348221
106.0,101684.2962911989
107.0,101692.22041281578
107.0,101700.13891724324
108.0,101708.05473063773
108.0,101715.97014550318
109.0,101723.88812722689
109.0,101731.80462919535
110.0,101739.72357076308
110.0,101747.643677897
111.0,101755.55794323029
111.0,101763.47496079277
112.0,101771.39627878215
112.0,101779.32154892034
113.0,101787.24371831895
113.0,101795.16685195954
114.0,101803.09383254501
114.0,101811.02152396119
115.0,101818.95466411045
115.0,101826.88550733194
116.0,101834.81441418894
116.0,101842.74192215115
117.0,101850.67093241608
117.0,101858.59940475556
118.0,101866.5234647413
118.0,101874.44631851376
119.0,101882.36442808498
119.0,101890.27994749948
120.0,101898.19471770932
120.0,101906.10903769394
121.0,101914.0224049312
121.0,101921.93495783613
122.0,101929.8491111048
122.0,101937.76125139254
123.0,101945.67265787379
123.0,101953.59168256383
124.0,101961.51532707075
124.0,101969.43582823826
125.0,101977.35196633311
125.0,101985.26165326512
126.0,101993.16827210672
126.0,102001.07981987322
127.0,102008.99781452514
127.0,102016.9172964908
128.0,102024.83046277851
128.0,102032.74319235925
129.0,102040.66225022485
129.0,102048.58728653063
130.0,102056.52072363297
130.0,102064.4540368258
131.0,102072.38318236197
131.0,102080.30653754053
132.0,102088.22608970472
132.0,102096.14554522988
133.0,102104.06134106831
133.0,102111.97404545739
134.0,102119.88288134543
134.0,102127.79348844288
135.0,102135.70357969843
135.0,102143.61349892382
136.0,102151.52750978293
136.0,102159.43868353027
137.0,102167.34816107503
137.0,102175.25742290383
138.0,102183.16743162254
138.0,102191.0786084118
139.0,102198.98819177363
139.0,102206.89700024878
140.0,102214.80402254556
140.0,102222.7083646652
141.0,102230.61204966767
141.0,102238.51772128517
142.0,102246.42682981536
142.0,102254.33887885575
143.0,102262.24884559315
143.0,102270.15549117867
144.0,102278.06264858786
144.0,102285.96966528079
145.0,102293.87781911256
145.0,102301.7897872501
146.0,102309.7023285865
146.0,102317.60805356347
147.0,102325.51058908578
147.0,102333.40967452817
148.0,102341.30555996465
148.0,102349.20188356549
149.0,102357.09637473336
149.0,102364.99380216643
150.0,102372.88740537554
150.0,102380.78219576314
151.0,102388.68159361652
151.0,102396.5872530012
152.0,102404.5025126763
152.0,102412.42290890317
153.0,102420.34854609305
153.0,102428.27385829935
